Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
159549.0,1.63304144122843,-1.17367434130065,0.536236595341714,0.710935402934381,-1.45036673334294,0.390511186799634,-1.13949198265984,0.182023296259329,1.87085795455498,-0.328397392524527,-0.828993067671641,1.51458449240015,1.63691729849452,-1.24812258779725,-0.607122383514047,0.124120036241158,-0.221645224196081,-0.166785687019712,-0.24958438383064,0.210103717555234,0.250091138904788,0.848657998436016,0.145779080752468,1.27117475590989,-0.496146761066875,0.612184896545977,0.005151110989113,0.0031570069841447,149.95,0
73235.0,-0.472256402526179,1.60816581057138,0.126444562162126,0.821590055444137,0.319199045683654,-0.874788152274105,0.988306359918817,-0.165128018510903,-0.119620947480681,0.965852691856256,0.139708428027717,0.41267954491835,0.388163042884497,0.204070573858646,0.890318304552596,-1.05539205234234,0.166935334762825,-0.786166724798296,-0.159147156013244,0.32405198581468,0.0681582187758845,0.822164892639402,0.0753136326140279,0.420783957301205,-0.737894743073257,-0.452969958254357,0.21749508098349,-0.155895072492637,0.89,0
158431.0,-0.60803314677676,0.0706238322108062,1.22699013848939,-0.418540241254799,0.994132953542769,0.185978689988279,-0.0591209320689846,0.157257022695757,0.393915355180557,-0.855702680992895,-1.6666358310085,0.367269499966467,1.27961326096621,-0.501401003765972,0.35810921135882,0.024803066052606,-0.728511510526857,0.587196894607633,0.479440292542611,0.200395010975606,0.275367410893846,0.84711693031815,-0.241584122996499,0.0911870819438657,-0.0130668784883318,-0.150393317623661,0.173615716886557,0.17699943906806,9.99,0
126743.0,1.24411709371066,-1.43951132938463,-1.69216871012557,0.526324201191701,0.0566974750025397,0.49592791172037,0.269974925437541,0.063589638851303,1.06972531339733,-0.44556639748813,-0.36470344756176,0.343047591744616,-0.712064655307651,0.58008011583248,1.22980984350597,-1.38806016517824,0.602834535306675,-1.23310105859357,-1.32635548604468,0.297433296240383,0.603951279325578,1.3203333257751,-0.295673627567533,-0.985861197314953,0.0564408489197119,-0.251415548681163,0.0009893930469525,-0.0077527272819549,350.0,0
43782.0,1.48612357430558,-0.310068582089927,-0.547385185916111,-0.847483938629892,-0.197704737184568,-0.912748566778822,0.0022256199927337,-0.387690082377937,-1.16742972420946,0.668743974652475,-0.898151769958922,-0.642589931820469,0.737165633268682,-0.0261835634304951,0.433469712508652,0.95028473783368,0.0767555205135331,-1.3834630367295,0.944352819996137,0.144966020712186,0.147555242752765,0.363049247063297,-0.283858507962703,-0.399416537299494,0.916448684855195,-0.0355330260142794,-0.0289774060760974,-0.0036245376861421,25.0,0
125128.0,-0.289858533578413,1.74959745778507,-0.562436019202613,4.05185956515619,1.49335221665024,1.39032829370609,0.539786379421843,0.638814183245388,-2.43380752771582,1.6672125181952,-0.800006632413238,-0.599199851286167,-0.499204704464906,1.05158437526065,-0.676167565420022,-0.164770315558739,0.0243026960343161,0.640099457117599,2.05716528424031,0.231210969872206,0.0877625605148956,0.260417122684916,-0.162328797756756,-0.478105581260011,-0.374447347735206,0.416188947761422,0.314859796523749,0.173555959437551,20.0,0
149041.0,-1.93925642484986,2.30164540288563,-2.0103546030565,-1.07803805358441,-0.779389279341216,-0.786362298193902,-0.32453369947828,1.69840427410462,-0.187552337314401,-0.422138132176008,0.19075378908602,1.19493973811255,-0.506269452911347,1.58831774984874,-1.05505077731338,0.240766398408176,0.0726965091242512,0.0840077145019403,0.150153880421871,-0.148743988328357,-0.0350897702696426,-0.282184222649576,0.184861101205059,0.736658517646214,0.273101727834396,-0.14193877363415,0.0320942540208697,-0.0677172778644204,40.0,0
140843.0,1.93078415477762,-0.804251167174624,-0.855053490093779,0.0087378278171333,-0.401720580979159,0.194315452349033,-0.699093730495733,0.122759986136255,1.73485729418528,-0.212016882216945,-1.89891140500185,-0.465228373245659,-0.902719228715118,-0.0293200348112831,0.745720205844383,0.421634737703459,-0.70359438559624,0.577598638017151,0.177821968674258,-0.0921088519360366,0.147131082560883,0.43798066349562,0.0275895451047444,-0.0156779659861129,-0.10783990616874,0.136081016454943,-0.0102060021272747,-0.0339369055618342,74.95,0
162562.0,1.90867882734113,-0.532629407802009,-1.89104303828551,0.375906446403177,2.04201272864144,4.07297506429358,-0.970756378842657,1.02895853888906,0.921304843529721,0.140777605090354,-0.48220215291855,0.435426313243282,-0.208043157485842,0.0285703218679475,0.033813109574609,-0.239106985586098,-0.445574667585998,-0.0804772424357059,-0.536656839467354,-0.159764543973568,0.213503577093598,0.776929330886403,0.0523989106382083,0.720456350766523,0.207982599990512,-0.41094365661352,0.067335497596084,-0.0430717011555959,24.9,0
72282.0,-1.39588209825584,1.0483482077561,1.20806393333418,1.49990797078432,0.799758406861333,-0.907558285365282,1.33057780880807,-0.258574155458797,-1.22564278176316,0.464441152197863,-0.793938544603718,-0.839809590332141,-0.863669319159451,0.301859703716975,-0.204620318221338,0.530403257800932,-0.73930784310243,-0.364085399338209,-1.38323726411882,-0.366371192454739,-0.0835172913364477,-0.0729390351113191,-0.0903105872518378,0.357676042744595,0.8206926543524,-0.0727177947908619,-0.728481279963163,-0.588446560764951,32.71,0
